"","id","incident_year","incident_month","incident_day","operator_id","operator","aircraft","aircraft_type","aircraft_make","aircraft_model","aircraft_mass","engine_make","engine_model","engines","engine_type","engine1_position","engine2_position","engine3_position","engine4_position","airport_id","airport","state","faa_region","flight_phase","visibility","precipitation","height","speed","distance","species_id","species_name","species_quantity","flight_impact","damaged"
"96",20999,2006,9,11,"BUS","BUSINESS","C-441 CONQUE","A","226",35,2,19,4,2,"C",4,4,NA,NA,"KEVV","EVANSVILLE REGIONAL","IN","AGL","CLIMB","DAY",NA,40,90,0,"N5111","KILLDEER","2-10","NONE",0
"97",8812,2005,8,10,"MIL","MILITARY","C-130H","A","561",12,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KPIA","GENERAL DOWNING-PEORIA INTL ARPT","IL","AGL","TAKEOFF RUN","DAY",NA,300,150,0,"UNKBM","UNKNOWN MEDIUM BIRD",NA,NA,0
"98",26911,1999,9,1,"SWA","SOUTHWEST AIRLINES","B-737-300","A","148",24,4,10,1,2,"D",1,1,NA,NA,"KMSY","LOUIE ARMSTRONG NEW ORLEANS INTL ARPT","LA","ASW","APPROACH","DAY","NONE",100,140,NA,"UNKBS","UNKNOWN SMALL BIRD","1",NA,0
"99",13648,2015,7,14,"UNK","UNKNOWN","UNKNOWN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KDEN","DENVER INTL AIRPORT","CO","ANM",NA,NA,NA,NA,NA,0,"R2008","BURROWING OWL","1",NA,0
"100",22954,2012,10,5,"UNK","UNKNOWN","UNKNOWN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KTEB","TETERBORO AIRPORT","NJ","AEA",NA,NA,NA,NA,NA,0,"K5114","AMERICAN KESTREL","1",NA,0
"101",25166,2009,4,18,"FLG*","PINNACLE","CRJ100/200","A","188",10,3,22,4,2,"D",5,5,NA,NA,"KFWA","FORT WAYNE INTL","IN","AGL","APPROACH","NIGHT","NONE",1300,120,1,"UNKBS","UNKNOWN SMALL BIRD","1","NONE",0
"102",3305,2015,6,14,"SKW","SKYWEST AIRLINES","CRJ700","A","188",16,4,22,4,2,"D",5,5,NA,NA,"KOMA","EPPLEY AIRFIELD","NE","ACE","TAKEOFF RUN","DAY",NA,0,NA,0,"ZT000","MEADOWLARK","1","NONE",0
"103",19734,2000,5,3,"UNK","UNKNOWN","UNKNOWN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KDAY","JAMES M COX DAYTON INTL","OH","AGL",NA,NA,NA,NA,NA,0,"O2205","MOURNING DOVE","1",NA,0
"104",1860,1992,8,7,"NWA","NORTHWEST AIRLINES","DC-9","A","583",90,4,34,10,2,"D",5,5,NA,NA,"KTRI","TRI-CITIES REGIONAL TN/VA ARPT","TN","ASO","LANDING ROLL","DAY","NONE",0,50,0,"ZT001","EASTERN MEADOWLARK","1","NONE",0
"105",25654,2010,5,5,"FDX","FEDEX EXPRESS","DC-10-10","A","583",24,4,22,7,3,"D",1,6,1,NA,"KIND","INDIANAPOLIS INTL ARPT","IN","AGL","TAKEOFF RUN","NIGHT",NA,0,110,0,"UNKB","UNKNOWN BIRD","1","NONE",0
"106",14214,2007,8,22,"UNK","UNKNOWN","UNKNOWN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KPDX","PORTLAND INTL (OR)","OR","ANM",NA,NA,NA,NA,NA,0,"YI005","BARN SWALLOW","1",NA,0
"107",7896,2011,5,19,"UNK","UNKNOWN","UNKNOWN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KEWR","NEWARK LIBERTY INTL ARPT","NJ","AEA",NA,NA,NA,NA,NA,0,"ZL005","RED-EYED VIREO","1",NA,0
"108",26543,1995,2,20,"PVT","PRIVATELY OWNED","C-172","A","226",7,1,NA,NA,1,"A",7,NA,NA,NA,"KPAO","PALO ALTO ARPT OF SANTA CLARA COUNTY","CA","AWP","TAKEOFF RUN","DAY","NONE",0,80,0,"UNKBM","UNKNOWN MEDIUM BIRD","1","NONE",0
"109",967,2004,6,30,"SKW","SKYWEST AIRLINES","CRJ100/200","A","188",10,3,22,4,2,"D",5,5,NA,NA,"KSLC","SALT LAKE CITY INTL","UT","ANM","LANDING ROLL","DAY","NONE",0,NA,0,"YI009","CLIFF SWALLOW","1","NONE",0
"110",22097,2000,1,27,"UAL","UNITED AIRLINES","A-320","A","04A",3,4,23,1,2,"D",1,1,NA,NA,"KDEN","DENVER INTL AIRPORT","CO","ANM","LANDING ROLL",NA,NA,0,NA,0,"UNKBM","UNKNOWN MEDIUM BIRD","1",NA,0
"111",20176,2012,10,15,"SWA","SOUTHWEST AIRLINES","B-737-300","A","148",24,4,10,1,2,"D",1,1,NA,NA,"KOKC","WILL ROGERS WORLD ARPT","OK","ASW","APPROACH","NIGHT","NONE",3000,210,12,"UNKBS","UNKNOWN SMALL BIRD","1","NONE",0
"112",22062,1999,9,23,"UNK","UNKNOWN","UNKNOWN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KSRQ","SARASOTA-BRADENTON INTL ARPT","FL","ASO",NA,NA,NA,NA,NA,0,"NE114","LAUGHING GULL","1",NA,0
"113",8141,2009,2,12,"UNK","UNKNOWN","UNKNOWN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KSFO","SAN FRANCISCO INTL ARPT","CA","AWP",NA,NA,NA,NA,NA,0,"K5114","AMERICAN KESTREL","1",NA,0
"114",12094,2015,3,12,"UNK","UNKNOWN","UNKNOWN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KOMA","EPPLEY AIRFIELD","NE","ACE",NA,NA,NA,NA,NA,0,"ZT002","WESTERN MEADOWLARK","1",NA,0
"115",5364,2012,4,8,"SWA","SOUTHWEST AIRLINES","B-737-700","A","148",42,4,10,1,2,"D",1,1,NA,NA,"ZZZZ","UNKNOWN",NA,NA,NA,NA,"NONE",NA,NA,NA,"UNKB","UNKNOWN BIRD","1","NONE",0
"116",8272,2002,8,25,"1AWE","AMERICA WEST AIRLINES","B-737-300","A","148",24,4,10,1,2,"D",1,1,NA,NA,"KLAS","MC CARRAN INTL ARPT","NV","AWP","LANDING ROLL","NIGHT","NONE",0,140,0,"UNKBS","UNKNOWN SMALL BIRD","2-10","NONE",0
"117",4648,2011,7,19,"FLG*","PINNACLE","CRJ100/200","A","188",10,3,22,4,2,"D",5,5,NA,NA,"KIAD","WASHINGTON DULLES INTL ARPT","DC","AEA","LANDING ROLL","DAY","NONE",0,80,0,"ZX3","SPARROW","1","NONE",0
"118",6165,2014,8,7,"UNK","UNKNOWN","UNKNOWN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KDEN","DENVER INTL AIRPORT","CO","ANM",NA,NA,NA,NA,NA,0,"ZT002","WESTERN MEADOWLARK","1",NA,0
"119",23658,2014,9,19,"AWE","US AIRWAYS","A-321","A","04A",7,4,10,1,2,"D",1,1,NA,NA,"KJFK","JOHN F KENNEDY INTL","NY","AEA","CLIMB","DAY","NONE",NA,NA,NA,"YI010","TREE SWALLOW","1","NONE",0
"120",24001,1998,9,8,"PDT","PIEDMONT AIRLINES","DHC8 DASH 8","A","303",10,3,31,10,2,"C",4,4,NA,NA,"KPBI","PALM BEACH INTL","FL","ASO","TAKEOFF RUN",NA,"NONE",0,NA,0,"UNKBM","UNKNOWN MEDIUM BIRD","1","NONE",0
"121",28364,2004,3,15,"USCG","US COAST GUARD","LOCKHEED C-130","A","561",5,4,1,NA,4,"C",4,4,4,4,"PMDY","HENDERSON FIELD","PI","AWP","TAKEOFF RUN","NIGHT","NONE",0,85,0,"G1001","LAYSAN ALBATROSS","1","PRECAUTIONARY LANDING",1
"122",22606,2008,6,24,"SKW","SKYWEST AIRLINES","CRJ100/200","A","188",10,3,22,4,2,"D",5,5,NA,NA,"KSMF","SACRAMENTO INTL","CA","AWP","LANDING ROLL","DAY","NONE",0,130,0,"YI009","CLIFF SWALLOW","1","NONE",0
"123",1516,2007,11,26,"UNK","UNKNOWN","UNKNOWN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KHYA","BARNSTABLE MUNI ARPT-BOARDMAN/POLANDO FLD","MA","ANE",NA,NA,NA,NA,NA,0,"NE1","GULL","1",NA,0
"124",15749,2007,11,8,"SOO","SOUTHERN AIR","B-747-1/200","A","148",14,5,22,7,4,"D",1,1,1,1,"KMIA","MIAMI INTL","FL","ASO","LANDING ROLL","DAY","NONE",0,NA,0,"I1301","CATTLE EGRET","2-10","NONE",0
"125",26898,2007,10,11,"SKW","SKYWEST AIRLINES","CRJ100/200","A","188",10,3,22,4,2,"D",5,5,NA,NA,"KBIS","BISMARCK MUNICIPAL ARPT","ND","AGL","APPROACH","NIGHT","NONE",2000,210,8,"UNKBS","UNKNOWN SMALL BIRD","1","NONE",0
"126",10261,2009,10,2,"UNK","UNKNOWN","UNKNOWN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KMKE","GENERAL MITCHELL INTL","WI","AGL",NA,NA,NA,NA,NA,0,"1F11","COYOTE","1",NA,0
"127",6815,1993,9,26,"GAA","BUSINESS EXPRESS","BE-1900","A","123",27,3,31,4,2,"C",4,4,NA,NA,"KLEB","LEBANON MUNICIPAL ARPT (NH)","NH","ANE","TAKEOFF RUN","DAY","NONE",0,NA,0,"NE1","GULL","1",NA,0
"128",5483,1996,5,14,"GAA","BUSINESS EXPRESS","BE-1900","A","123",27,3,31,4,2,"C",4,4,NA,NA,"KISP","LONG ISLAND MAC ARTHUR","NY","AEA","CLIMB","DAY","NONE",300,NA,NA,"YL001","EUROPEAN STARLING","1","NONE",0
"129",6347,2010,8,12,"UNK","UNKNOWN","UNKNOWN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KOSU","OHIO STATE UNIVERSITY","OH","AGL",NA,NA,NA,NA,NA,0,"N6024","LEAST SANDPIPER","1",NA,0
"130",24403,1996,11,9,"AAL","AMERICAN AIRLINES","FOKKER F100","A","372",12,4,37,46,2,"D",5,5,NA,NA,"KORD","CHICAGO O'HARE INTL ARPT","IL","AGL","LANDING ROLL","DAY","NONE",0,NA,0,"UNKBS","UNKNOWN SMALL BIRD","2-10","NONE",0
"131",3623,2012,10,6,"UNK","UNKNOWN","UNKNOWN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KSJC","NORMAN Y. MINETA SAN JOSE INTL ARPT","CA","AWP",NA,NA,NA,NA,NA,0,"ZT002","WESTERN MEADOWLARK","1",NA,0
"132",7004,1990,7,26,"UNK","UNKNOWN","DA-20 FALCON","A","300",3,3,22,1,2,"D",5,5,NA,NA,"KLAX","LOS ANGELES INTL","CA","AWP","TAKEOFF RUN","DAY","NONE",0,NA,0,"N6","SANDPIPER","1",NA,0
"133",21306,2006,8,29,"UNK","UNKNOWN","UNKNOWN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KJFK","JOHN F KENNEDY INTL","NY","AEA",NA,NA,NA,NA,NA,0,"K5102","PEREGRINE FALCON","1",NA,0
"134",2788,2006,7,16,"1ASQ","ATLANTIC SOUTHEAST","CRJ100/200","A","188",10,3,22,4,2,"D",5,5,NA,NA,"KAVL","ASHEVILLE REGIONAL ARPT","NC","ASO","LANDING ROLL","DUSK","NONE",0,90,0,"UNKBS","UNKNOWN SMALL BIRD","1","NONE",0
"135",17431,2002,9,30,"BUS","BUSINESS","C-560","A","226",45,1,31,1,2,"D",5,5,NA,NA,"ZZZZ","UNKNOWN",NA,NA,NA,NA,NA,NA,NA,NA,"UNKBM","UNKNOWN MEDIUM BIRD","1",NA,1
"136",3613,2001,8,20,"MIL","MILITARY","C-130E","A","561",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KRST","ROCHESTER INTL","MN","AGL","CLIMB","DAY","NONE",100,115,NA,"UNKBS","UNKNOWN SMALL BIRD","1","PRECAUTIONARY LANDING",0
"137",29039,2008,5,27,"TRS","AIRTRAN AIRWAYS","B-717-200","A","148",45,4,9,6,2,"D",5,5,NA,NA,"ZZZZ","UNKNOWN",NA,NA,NA,"NIGHT","RAIN",NA,NA,NA,"UNKBS","UNKNOWN SMALL BIRD","1","NONE",0
"138",4028,2005,7,15,"UPS","UPS AIRLINES","B-767-300","A","148",97,4,22,7,2,"D",1,1,NA,NA,"ZZZZ","UNKNOWN",NA,NA,NA,NA,NA,NA,NA,NA,"UNKBM","UNKNOWN MEDIUM BIRD","1",NA,0
"139",22609,2014,7,26,"AAY","ALLEGIANT AIR","MD-83","A","583",37,4,34,10,2,"D",5,5,NA,NA,"KSFB","ORLANDO SANFORD INTL ARPT","FL","ASO","APPROACH","NIGHT","NONE",300,140,NA,"1C2201","BRAZILIAN FREE-TAILED BAT","1","NONE",0
"140",8979,2006,6,13,"MIL","MILITARY","F-16C","A","561",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KFAT","FRESNO YOSEMITE INTL","CA","AWP","APPROACH","DAY",NA,100,180,NA,"YI009","CLIFF SWALLOW",NA,NA,0
"141",22601,2015,5,5,"SKW","SKYWEST AIRLINES","CRJ700","A","188",16,4,22,4,2,"D",5,5,NA,NA,"KSMF","SACRAMENTO INTL","CA","AWP","APPROACH","DAY","NONE",NA,NA,0,"YI009","CLIFF SWALLOW","1","NONE",0
"142",14246,1998,8,30,"AWI","AIR WISCONSIN AIRLINES","BA-146-200","A","168",5,4,7,43,4,"D",1,1,1,1,"KMLI","QUAD CITY ARPT","IL","AGL","CLIMB","DAY","FOG",400,NA,NA,"ZX3","SPARROW","1","NONE",0
"143",29570,2014,9,16,"UAL","UNITED AIRLINES","A-320","A","04A",3,4,23,1,2,"D",1,1,NA,NA,"KIAD","WASHINGTON DULLES INTL ARPT","DC","AEA","APPROACH","NIGHT",NA,1500,NA,3,"UNKBL","UNKNOWN LARGE BIRD","1",NA,0
"144",27940,2010,7,19,"UNK","UNKNOWN","UNKNOWN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KSGF","SPRINGFIELD-BRANSON NATIONAL","MO","ACE",NA,NA,NA,NA,NA,0,"O2205","MOURNING DOVE","1",NA,0
"145",26205,2001,10,6,"UAL","UNITED AIRLINES","B-737-200","A","148",13,4,34,10,2,"D",1,1,NA,NA,"ZZZZ","UNKNOWN",NA,NA,NA,NA,NA,NA,NA,NA,"UNKBM","UNKNOWN MEDIUM BIRD","2-10",NA,0
"146",15782,2015,9,4,"SWA","SOUTHWEST AIRLINES","B-737-300","A","148",24,4,10,1,2,"D",1,1,NA,NA,"KHOU","WILLIAM P HOBBY ARPT","TX","ASW","APPROACH","DAWN","NONE",800,135,NA,"UNKBM","UNKNOWN MEDIUM BIRD","1","NONE",0
"147",14053,2013,12,5,"UAL","UNITED AIRLINES","B-737-900","A","148",48,4,10,1,2,"D",1,1,NA,NA,"KSFO","SAN FRANCISCO INTL ARPT","CA","AWP","CLIMB","DAY","NONE",300,180,NA,"UNKBM","UNKNOWN MEDIUM BIRD","1","NONE",0
"148",5383,2011,8,22,"SWA","SOUTHWEST AIRLINES","B-737-300","A","148",24,4,10,1,2,"D",1,1,NA,NA,"KOAK","METRO OAKLAND INTL","CA","AWP","APPROACH","NIGHT","NONE",1300,150,NA,"UNKBS","UNKNOWN SMALL BIRD","1","NONE",0
"149",3323,2013,2,21,"UNK","UNKNOWN","UNKNOWN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KFHR","FRIDAY HARBOR ARPT","WA","ANM",NA,NA,NA,NA,NA,0,"NE1","GULL","1",NA,0
"150",22853,2012,6,2,"JBU","JETBLUE AIRWAYS","A-320","A","04A",3,4,23,1,2,"D",1,1,NA,NA,"KSRQ","SARASOTA-BRADENTON INTL ARPT","FL","ASO","APPROACH","DAY","NONE",NA,NA,NA,"UNKBS","UNKNOWN SMALL BIRD","1","NONE",0
"151",15844,2008,8,3,"UNK","UNKNOWN","UNKNOWN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KLGA","LA GUARDIA ARPT","NY","AEA",NA,NA,NA,NA,NA,0,"K5102","PEREGRINE FALCON","1",NA,0
"152",29370,1992,5,27,"COA","CONTINENTAL AIRLINES","B-737","A","148",95,4,10,1,2,"D",1,1,NA,NA,"KDCA","RONALD REAGAN WASHINGTON NATIONAL ARPT","DC","AEA","APPROACH","DAY","NONE",100,140,NA,"UNKBS","UNKNOWN SMALL BIRD","1","NONE",0
"153",18045,2015,2,25,"JBU","JETBLUE AIRWAYS","A-320","A","04A",3,4,23,1,2,"D",1,1,NA,NA,"KRSW","SOUTHWEST FLORIDA INTL ARPT","FL","ASO","TAKEOFF RUN","DAWN","FOG",0,150,0,"ZX303","SAVANNAH SPARROW","1","NONE",0
"154",22526,1997,2,20,"AAL","AMERICAN AIRLINES","FOKKER F100","A","372",12,4,37,46,2,"D",5,5,NA,NA,"KDFW","DALLAS/FORT WORTH INTL ARPT","TX","ASW","LANDING ROLL","DAY","RAIN",0,100,0,"UNKBS","UNKNOWN SMALL BIRD","1","NONE",0
"155",23924,2001,3,20,"UAL","UNITED AIRLINES","A-320","A","04A",3,4,23,1,2,"D",1,1,NA,NA,"ZZZZ","UNKNOWN",NA,NA,NA,NA,NA,NA,NA,NA,"UNKBM","UNKNOWN MEDIUM BIRD","1",NA,0
"156",26241,2005,1,12,"SWA","SOUTHWEST AIRLINES","B-737-300","A","148",24,4,10,1,2,"D",1,1,NA,NA,"KIND","INDIANAPOLIS INTL ARPT","IN","AGL","TAKEOFF RUN","DAY","NONE",0,140,0,"UNKBS","UNKNOWN SMALL BIRD","1","NONE",0
"157",13651,2015,8,19,"ENY","ENVOY AIR","EMB-145","A","332",14,3,1,10,2,"D",5,5,NA,NA,"KGRI","CENTRAL NEBRASKA REGIONAL","NE","ACE","APPROACH","DAY","NONE",200,100,NA,"Y","PERCHING BIRDS","1","NONE",0
"158",10024,2012,9,19,"UNK","UNKNOWN","UNKNOWN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KMFE","MC ALLEN MILLER INTL","TX","ASW",NA,NA,NA,NA,NA,0,"O2205","MOURNING DOVE","1",NA,0
"159",5127,2013,7,23,"SWA","SOUTHWEST AIRLINES","B-737-700","A","148",42,4,10,1,2,"D",1,1,NA,NA,"KSMF","SACRAMENTO INTL","CA","AWP","CLIMB","DAY","NONE",50,150,0,"UNKBS","UNKNOWN SMALL BIRD","1","NONE",0
"160",3700,2013,11,7,"SWA","SOUTHWEST AIRLINES","B-737-700","A","148",42,4,10,1,2,"D",1,1,NA,NA,"KHOU","WILLIAM P HOBBY ARPT","TX","ASW","CLIMB","NIGHT","NONE",3000,210,NA,"UNKBS","UNKNOWN SMALL BIRD","1","NONE",0
"161",1805,2002,8,30,"EGF","AMERICAN EAGLE AIRLINES","SAAB-340","A","778",5,3,22,22,2,"C",4,4,NA,NA,"KDFW","DALLAS/FORT WORTH INTL ARPT","TX","ASW","APPROACH","DAY","NONE",3500,210,12,"UNKBM","UNKNOWN MEDIUM BIRD","1","NONE",0
"162",22191,2008,12,28,"UNK","UNKNOWN","UNKNOWN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KSHV","SHREVEPORT REGIONAL","LA","ASW",NA,NA,NA,NA,NA,0,"O2205","MOURNING DOVE","1",NA,0
"163",4044,2004,5,10,"MIL","MILITARY","C-17A","A","148",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KBGR","BANGOR INTL","ME","ANE","LANDING ROLL","DAY",NA,0,NA,0,"UNKBM","UNKNOWN MEDIUM BIRD",NA,"NONE",0
"164",11653,2015,4,12,"RPA","REPUBLIC AIRLINES","DHC8 DASH 8","A","303",10,3,31,10,2,"C",4,4,NA,NA,"KDCA","RONALD REAGAN WASHINGTON NATIONAL ARPT","DC","AEA","APPROACH","DAY",NA,75,NA,NA,"O2111","ROCK PIGEON","1","OTHER",0
"165",28715,2009,1,25,"TRS","AIRTRAN AIRWAYS","B-717-200","A","148",45,4,9,6,2,"D",5,5,NA,NA,"KMCO","ORLANDO INTL","FL","ASO","APPROACH","DAY","NONE",10,140,0,"UNKBS","UNKNOWN SMALL BIRD","1","NONE",0
"166",24207,2003,4,27,"ACA","AIR CANADA","A-320","A","04A",3,4,10,1,2,"D",1,1,NA,NA,"KIAD","WASHINGTON DULLES INTL ARPT","DC","AEA","APPROACH",NA,NA,NA,NA,NA,"UNKBM","UNKNOWN MEDIUM BIRD","1",NA,0
"167",14572,2015,9,14,"CCA","AIR CHINA","B-777-300","A","148",44,5,22,25,2,"D",1,1,NA,NA,"UNKN",NA,NA,NA,NA,NA,"NONE",NA,NA,NA,"Y","PERCHING BIRDS","1","NONE",1
"168",7605,2012,9,23,"SKV","SKY REGIONAL AIRLINES","EMB-170","A","332",NA,4,22,4,2,"D",1,1,NA,NA,"KLGA","LA GUARDIA ARPT","NY","AEA","APPROACH","NIGHT","NONE",2500,NA,NA,"ZL005","RED-EYED VIREO","1","NONE",0
"169",25917,2014,12,18,"RPA","REPUBLIC AIRLINES","EMB-170","A","332",NA,4,22,4,2,"D",1,1,NA,NA,"KDCA","RONALD REAGAN WASHINGTON NATIONAL ARPT","DC","AEA","CLIMB","NIGHT",NA,NA,NA,0,"UNKBS","UNKNOWN SMALL BIRD","1",NA,0
"170",3306,2003,10,20,"UAL","UNITED AIRLINES","B-757-200","A","148",26,4,34,40,2,"D",1,1,NA,NA,"KSFO","SAN FRANCISCO INTL ARPT","CA","AWP","APPROACH",NA,NA,NA,NA,NA,"UNKBM","UNKNOWN MEDIUM BIRD","1",NA,0
"171",22462,2003,8,20,"UAL","UNITED AIRLINES","A-320","A","04A",3,4,23,1,2,"D",1,1,NA,NA,"ZZZZ","UNKNOWN",NA,NA,NA,NA,NA,NA,NA,NA,"UNKBM","UNKNOWN MEDIUM BIRD","1",NA,0
"172",7279,2014,11,6,"BUS","BUSINESS","BE-19","A","123",3,1,7,10,1,"A",7,NA,NA,NA,"KAUG","AUGUSTA STATE","ME","ANE","LOCAL","DAY",NA,12,100,0,"YH004","HORNED LARK","2-10",NA,0
"173",26761,2005,7,15,"FDX","FEDEX EXPRESS","DC-10-10","A","583",24,4,22,7,3,"D",1,6,1,NA,"KIND","INDIANAPOLIS INTL ARPT","IN","AGL","APPROACH","NIGHT","NONE",2300,180,NA,"UNKBM","UNKNOWN MEDIUM BIRD","1","NONE",0
"174",21231,2014,4,9,"SWA","SOUTHWEST AIRLINES","B-737-700","A","148",42,4,10,1,2,"D",1,1,NA,NA,"KHOU","WILLIAM P HOBBY ARPT","TX","ASW","LANDING ROLL","DAY","NONE",0,100,0,"UNKBS","UNKNOWN SMALL BIRD","1","NONE",0
"175",1320,2008,7,11,"FFT","FRONTIER AIRLINES","A-319","A","04A",6,4,10,1,2,"D",1,1,NA,NA,"KMCI","KANSAS CITY INTL","MO","ACE","TAKEOFF RUN","DAY","NONE",0,100,0,"YI009","CLIFF SWALLOW","1","NONE",0
"176",12315,2015,8,21,"BUS","BUSINESS","C-172","A","226",7,1,7,19,1,"A",7,NA,NA,NA,"KPAE","SNOHOMISH CO (PAINE FIELD)","WA","ANM","APPROACH","DAY","NONE",50,NA,0,"UNKBM","UNKNOWN MEDIUM BIRD","1","PRECAUTIONARY LANDING",0
"177",29189,1998,3,10,"USA","1US AIRWAYS","B-737-200","A","148",13,4,34,10,2,"D",1,1,NA,NA,"ZZZZ","UNKNOWN",NA,NA,NA,"DAY","NONE",NA,NA,NA,"UNKBM","UNKNOWN MEDIUM BIRD","1","NONE",0
"178",4297,2008,12,22,"AWE","US AIRWAYS","A-319","A","04A",6,4,23,1,2,"D",1,1,NA,NA,"KSMF","SACRAMENTO INTL","CA","AWP","APPROACH","DAY","NONE",100,135,NA,"YL001","EUROPEAN STARLING","2-10","NONE",0
"179",3337,2008,5,16,"ASA","ALASKA AIRLINES","B-737-700","A","148",42,4,10,1,2,"D",1,1,NA,NA,"PASI","SITKA ROCKY GUTIERREZ ARPT","AK","AAL","APPROACH","NIGHT","RAIN",10,100,0,"N6019","SANDERLING","1","NONE",0
"180",13253,1998,3,13,"MIL","MILITARY","T-1A","A","748",NA,3,31,1,2,"D",5,5,NA,NA,"KMEI","KEY FLD","MS","ASO","CLIMB","DAY",NA,200,160,NA,"UNKBM","UNKNOWN MEDIUM BIRD","1",NA,0
"181",22177,1997,9,13,"ASA","ALASKA AIRLINES","B-737-400","A","148",32,4,10,1,2,"D",1,1,NA,NA,"PAJN","JUNEAU INTL ARPT","AK","AAL","CLIMB","DAY","NONE",100,160,NA,"I1102","GREAT BLUE HERON","1","NONE",1
"182",27021,2008,4,23,"MIL","MILITARY","UNKNOWN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KAXS","ALTUS/QUARTZ MOUNTAIN RGNL ARPT","OK","ASW","APPROACH","NIGHT",NA,NA,160,NA,"UNKBM","UNKNOWN MEDIUM BIRD",NA,NA,0
"183",25369,2013,10,27,"AAL","AMERICAN AIRLINES","B-737-800","A","148",43,4,10,1,2,"D",1,1,NA,NA,"KBWI","BALTIMORE/WASH INTL THURGOOD MARSHAL ARPT","MD","AEA","APPROACH","NIGHT","NONE",2500,220,8,"UNKBS","UNKNOWN SMALL BIRD","1","NONE",0
"184",29042,2009,8,12,"UNK","UNKNOWN","UNKNOWN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KBOS","GENERAL EDWARD LAWRENCE LOGAN INTL ARPT","MA","ANE",NA,NA,NA,NA,NA,0,"K3302","RED-TAILED HAWK","1",NA,0
"185",4453,2007,1,15,"BUS","BUSINESS","MU-300","A","627",5,2,31,1,2,"D",5,5,NA,NA,"KSUS","SPIRIT OF ST LOUIS","MO","ACE","APPROACH","NIGHT","SNOW",1000,130,NA,"J22","GEESE","1","NONE",0
"186",4217,2012,7,13,"UNK","UNKNOWN","UNKNOWN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KSLC","SALT LAKE CITY INTL","UT","ANM",NA,NA,NA,NA,NA,0,"YH004","HORNED LARK","1",NA,0
"187",17713,2001,10,6,"SWA","SOUTHWEST AIRLINES","B-737-300","A","148",24,4,10,1,2,"D",1,1,NA,NA,"KBNA","NASHVILLE INTL","TN","ASO","DESCENT","NIGHT","NONE",5000,240,NA,"UNKBM","UNKNOWN MEDIUM BIRD","1","NONE",1
"188",12074,2000,8,20,"AAL","AMERICAN AIRLINES","MD-83","A","583",37,4,34,10,2,"D",5,5,NA,NA,"KSAT","SAN ANTONIO INTL","TX","ASW","TAKEOFF RUN","DAY","NONE",0,100,0,"UNKBS","UNKNOWN SMALL BIRD","1","NONE",0
"189",17357,2007,11,4,"UNK","UNKNOWN","UNKNOWN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KRSW","SOUTHWEST FLORIDA INTL ARPT","FL","ASO",NA,NA,NA,NA,NA,0,"K1002","TURKEY VULTURE","1",NA,0
"190",26202,2015,9,13,"UNK","UNKNOWN","UNKNOWN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KDTW","DETROIT METRO WAYNE COUNTY ARPT","MI","AGL",NA,NA,NA,NA,NA,0,"YL001","EUROPEAN STARLING","2-10",NA,0
"191",28985,2002,8,6,"COM","COMAIR AIRLINES","CRJ100/200","A","188",10,3,22,4,2,"D",5,5,NA,NA,"KMDT","HARRISBURG INTL","PA","AEA","APPROACH","DAY","NONE",50,140,NA,"YI003","BANK SWALLOW","2-10","NONE",0
